,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,puzzle,astar_f_close_list,wstar100_f_close_list,wstar10_f_close_list,wstar5_f_close_list,wstar2_5_f_close_list,wstar3_f_close_list,wstar2_f_close_list,wstar1_5_f_close_list,wstar1_1_f_close_list,y_star3_f_close_list,maor_f_close_list,maor2_f_close_list,astar_f_len,wstar100_f_len,wstar10_f_len,wstar5_f_len,wstar2_5_f_len,wstar3_f_len,wstar2_f_len,wstar1_5_f_len,wstar1_1_f_len,y_star3_f_len,maor_f_len,maor2_f_len
0,0,0.0,0.0,0.0,"(6, 1, 8, 4, 3, 2, 7, 5, '_')",337.0,736.0,544.0,1401.0,1505.0,1507.0,758.0,416.0,306.0,232.0,305.0,337.0,18.0,52.0,40.0,44.0,26.0,26.0,20.0,18.0,18.0,18.0,18.0,18.0
1,1,1.0,1.0,1.0,"(2, 6, 1, 7, 3, 4, 5, 8, '_')",375.0,362.0,312.0,593.0,1571.0,1704.0,291.0,222.0,222.0,263.0,227.0,207.0,18.0,38.0,32.0,32.0,22.0,22.0,18.0,18.0,18.0,18.0,18.0,18.0
2,2,2.0,2.0,2.0,"(8, 6, 3, 7, 1, 4, 5, 2, '_')",8564.0,783.0,718.0,535.0,474.0,342.0,1944.0,7136.0,7213.0,7079.0,8259.0,6995.0,26.0,54.0,46.0,32.0,30.0,30.0,30.0,28.0,26.0,26.0,26.0,26.0
3,3,3.0,3.0,3.0,"(3, 2, 6, 8, 4, 1, 7, 5, '_')",11886.0,715.0,777.0,526.0,4227.0,4236.0,4205.0,5729.0,6035.0,7183.0,11839.0,6393.0,26.0,56.0,54.0,36.0,30.0,26.0,30.0,26.0,26.0,26.0,26.0,26.0
4,4,4.0,4.0,4.0,"(6, 5, 7, 1, 2, 8, 4, 3, '_')",3330.0,273.0,273.0,282.0,1028.0,1147.0,775.0,468.0,1266.0,2625.0,2592.0,1906.0,24.0,40.0,40.0,40.0,28.0,28.0,24.0,24.0,24.0,24.0,24.0,24.0
5,5,5.0,5.0,5.0,"(2, 7, 5, 6, 1, 8, 3, 4, '_')",6678.0,698.0,775.0,493.0,138.0,138.0,1801.0,1245.0,2289.0,2717.0,5963.0,3915.0,26.0,54.0,44.0,34.0,34.0,34.0,28.0,28.0,26.0,26.0,26.0,26.0
6,6,6.0,6.0,6.0,"(7, 6, 3, 5, 1, 4, 8, 2, '_')",4074.0,358.0,913.0,841.0,485.0,1193.0,1053.0,1670.0,1922.0,2422.0,3618.0,2034.0,24.0,46.0,56.0,38.0,28.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
7,7,7.0,7.0,7.0,"(6, 7, 8, 3, 1, 5, 4, 2, '_')",5193.0,285.0,321.0,139.0,139.0,136.0,171.0,548.0,1887.0,2278.0,3891.0,1930.0,26.0,54.0,54.0,32.0,32.0,32.0,28.0,26.0,26.0,26.0,26.0,26.0
8,8,8.0,8.0,8.0,"(7, 5, 1, 6, 8, 4, 2, 3, '_')",2203.0,284.0,300.0,424.0,394.0,820.0,382.0,658.0,861.0,1070.0,1596.0,1374.0,24.0,40.0,40.0,40.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
9,9,9.0,9.0,9.0,"(7, 3, 4, 6, 5, 1, 8, 2, '_')",2826.0,736.0,636.0,900.0,1064.0,1190.0,2121.0,532.0,926.0,1597.0,1945.0,1929.0,24.0,60.0,46.0,42.0,32.0,32.0,24.0,24.0,24.0,24.0,24.0,24.0
10,10,10.0,10.0,10.0,"(8, 3, 2, 4, 6, 7, 5, 1, '_')",4046.0,240.0,273.0,599.0,280.0,1817.0,778.0,1853.0,2099.0,2127.0,3435.0,2230.0,24.0,40.0,40.0,32.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0
11,11,11.0,11.0,11.0,"(8, 6, 2, 3, 1, 5, 7, 4, '_')",3800.0,851.0,1033.0,298.0,1371.0,3163.0,1013.0,1640.0,1959.0,2957.0,3278.0,3077.0,24.0,58.0,50.0,40.0,30.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
12,12,12.0,12.0,12.0,"(1, 8, 7, 3, 6, 2, 5, 4, '_')",707.0,706.0,481.0,212.0,371.0,250.0,304.0,674.0,683.0,687.0,683.0,687.0,22.0,52.0,30.0,30.0,26.0,28.0,26.0,26.0,22.0,22.0,22.0,22.0
13,13,13.0,13.0,13.0,"(7, 6, 8, 2, 3, 4, 5, 1, '_')",185.0,895.0,805.0,238.0,841.0,488.0,348.0,255.0,170.0,170.0,186.0,170.0,20.0,64.0,60.0,36.0,30.0,34.0,30.0,20.0,20.0,20.0,20.0,20.0
14,14,14.0,14.0,14.0,"(7, 6, 2, 1, 4, 5, 3, 8, '_')",9899.0,198.0,198.0,214.0,1000.0,773.0,1482.0,3484.0,5071.0,5139.0,9775.0,5388.0,26.0,32.0,32.0,32.0,32.0,32.0,28.0,28.0,26.0,26.0,26.0,26.0
15,15,15.0,15.0,15.0,"(1, 5, 4, 6, 7, 2, 8, 3, '_')",1782.0,410.0,362.0,718.0,1451.0,1332.0,1539.0,1671.0,1372.0,1188.0,1379.0,1410.0,22.0,44.0,44.0,32.0,24.0,24.0,26.0,22.0,22.0,22.0,22.0,22.0
16,16,16.0,16.0,16.0,"(3, 8, 6, 7, 4, 5, 1, 2, '_')",1570.0,677.0,419.0,551.0,1470.0,1149.0,467.0,233.0,567.0,893.0,994.0,980.0,22.0,58.0,44.0,44.0,28.0,28.0,22.0,22.0,22.0,22.0,22.0,22.0
17,17,17.0,17.0,17.0,"(6, 7, 4, 1, 5, 2, 8, 3, '_')",1331.0,789.0,897.0,200.0,904.0,405.0,378.0,444.0,538.0,936.0,711.0,703.0,22.0,54.0,46.0,32.0,22.0,32.0,22.0,22.0,22.0,22.0,22.0,22.0
18,18,18.0,18.0,18.0,"(8, 7, 3, 1, 4, 2, 5, 6, '_')",4647.0,704.0,933.0,389.0,820.0,1176.0,1070.0,1156.0,2047.0,2466.0,4089.0,2379.0,24.0,50.0,52.0,32.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,24.0
19,19,19.0,19.0,19.0,"(6, 3, 4, 5, 7, 8, 2, 1, '_')",6463.0,738.0,755.0,198.0,164.0,164.0,183.0,1687.0,2530.0,3855.0,5603.0,3433.0,26.0,56.0,50.0,28.0,28.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0
20,20,20.0,20.0,20.0,"(6, 2, 4, 8, 1, 3, 5, 7, '_')",4033.0,203.0,203.0,217.0,1358.0,2078.0,1290.0,1440.0,1404.0,1666.0,3400.0,1702.0,24.0,38.0,38.0,38.0,30.0,30.0,26.0,24.0,24.0,24.0,24.0,24.0
21,21,21.0,21.0,21.0,"(8, 2, 7, 1, 4, 5, 6, 3, '_')",1943.0,747.0,976.0,428.0,218.0,255.0,199.0,756.0,1720.0,842.0,1753.0,1737.0,24.0,58.0,60.0,40.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0
22,22,22.0,22.0,22.0,"(4, 7, 1, 8, 2, 5, 6, 3, '_')",520.0,608.0,561.0,1135.0,1115.0,1114.0,940.0,545.0,406.0,178.0,428.0,406.0,20.0,36.0,36.0,38.0,28.0,28.0,28.0,24.0,20.0,20.0,20.0,20.0
23,23,23.0,23.0,23.0,"(5, 6, 4, 2, 3, 8, 7, 1, '_')",781.0,140.0,140.0,134.0,150.0,150.0,136.0,231.0,355.0,572.0,458.0,458.0,20.0,22.0,22.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0
24,24,24.0,24.0,24.0,"(3, 2, 4, 7, 1, 8, 6, 5, '_')",1538.0,688.0,615.0,514.0,725.0,1006.0,571.0,670.0,762.0,619.0,1124.0,952.0,22.0,52.0,38.0,34.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
25,25,25.0,25.0,25.0,"(6, 5, 8, 1, 4, 7, 2, 3, '_')",6207.0,810.0,1328.0,1338.0,518.0,1501.0,206.0,399.0,2129.0,2213.0,5313.0,3849.0,26.0,52.0,56.0,48.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
26,26,26.0,26.0,26.0,"(6, 3, 8, 1, 5, 2, 4, 7, '_')",1003.0,187.0,188.0,163.0,142.0,142.0,182.0,395.0,677.0,633.0,676.0,609.0,20.0,28.0,28.0,22.0,22.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0
27,27,27.0,27.0,27.0,"(2, 5, 8, 4, 6, 1, 7, 3, '_')",916.0,320.0,294.0,760.0,446.0,556.0,354.0,409.0,568.0,728.0,652.0,489.0,20.0,34.0,34.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
28,28,28.0,28.0,28.0,"(8, 6, 3, 7, 4, 5, 1, 2, '_')",3662.0,366.0,421.0,834.0,767.0,593.0,603.0,1196.0,1575.0,3089.0,3183.0,2419.0,24.0,54.0,54.0,36.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,24.0
29,29,29.0,29.0,29.0,"(6, 5, 2, 4, 1, 3, 7, 8, '_')",326.0,262.0,263.0,231.0,117.0,117.0,96.0,92.0,119.0,243.0,118.0,119.0,16.0,36.0,36.0,22.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
30,30,30.0,30.0,30.0,"(8, 5, 7, 1, 4, 2, 3, 6, '_')",4821.0,409.0,974.0,1160.0,1940.0,1905.0,818.0,558.0,1500.0,1635.0,3685.0,1532.0,26.0,62.0,72.0,46.0,36.0,34.0,26.0,26.0,26.0,26.0,26.0,26.0
31,31,31.0,31.0,31.0,"(5, 3, 1, 8, 2, 6, 7, 4, '_')",2597.0,822.0,460.0,364.0,897.0,887.0,552.0,616.0,1012.0,1173.0,2076.0,1783.0,22.0,62.0,44.0,26.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0,22.0
32,32,32.0,32.0,32.0,"(4, 3, 2, 8, 5, 7, 6, 1, '_')",1818.0,885.0,850.0,431.0,795.0,1236.0,728.0,1319.0,1375.0,1153.0,1377.0,747.0,22.0,50.0,50.0,34.0,26.0,26.0,24.0,24.0,22.0,22.0,22.0,22.0
33,33,33.0,33.0,33.0,"(5, 8, 2, 6, 3, 1, 7, 4, '_')",8255.0,669.0,1235.0,303.0,481.0,382.0,1630.0,4294.0,5721.0,7598.0,7670.0,7195.0,26.0,54.0,54.0,30.0,28.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0
34,34,34.0,34.0,34.0,"(4, 2, 8, 5, 1, 3, 7, 6, '_')",105.0,307.0,281.0,252.0,123.0,124.0,103.0,92.0,92.0,58.0,92.0,69.0,14.0,32.0,32.0,20.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
35,35,35.0,35.0,35.0,"(2, 4, 8, 3, 5, 7, 1, 6, '_')",3193.0,728.0,959.0,487.0,343.0,389.0,919.0,434.0,1122.0,2148.0,2590.0,1910.0,24.0,48.0,58.0,32.0,30.0,30.0,30.0,24.0,24.0,24.0,24.0,24.0
36,36,36.0,36.0,36.0,"(2, 7, 4, 3, 6, 8, 5, 1, '_')",2537.0,77.0,77.0,77.0,82.0,82.0,234.0,228.0,856.0,1735.0,2003.0,1311.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
37,37,37.0,37.0,37.0,"(6, 1, 2, 7, 3, 4, 5, 8, '_')",882.0,695.0,828.0,290.0,169.0,163.0,349.0,425.0,482.0,705.0,659.0,457.0,20.0,38.0,46.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
38,38,38.0,38.0,38.0,"(8, 7, 4, 3, 6, 5, 2, 1, '_')",3487.0,718.0,397.0,582.0,418.0,379.0,442.0,627.0,1200.0,895.0,1882.0,1379.0,26.0,54.0,40.0,40.0,30.0,30.0,28.0,28.0,26.0,26.0,26.0,26.0
39,39,39.0,39.0,39.0,"(1, 6, 8, 3, 7, 2, 5, 4, '_')",651.0,745.0,499.0,219.0,398.0,395.0,1673.0,1354.0,632.0,330.0,632.0,568.0,20.0,50.0,34.0,34.0,28.0,28.0,28.0,26.0,20.0,20.0,20.0,20.0
40,40,40.0,40.0,40.0,"(5, 8, 1, 3, 6, 4, 2, 7, '_')",5999.0,136.0,136.0,139.0,447.0,309.0,1383.0,2154.0,2683.0,3822.0,5235.0,3280.0,26.0,30.0,30.0,30.0,30.0,30.0,28.0,26.0,26.0,26.0,26.0,26.0
41,41,41.0,41.0,41.0,"(6, 8, 1, 4, 2, 7, 5, 3, '_')",2644.0,281.0,281.0,513.0,1100.0,747.0,1585.0,743.0,1141.0,1600.0,1738.0,963.0,24.0,46.0,46.0,40.0,28.0,28.0,26.0,26.0,24.0,24.0,24.0,24.0
42,42,42.0,42.0,42.0,"(1, 5, 3, 7, 4, 8, 2, 6, '_')",1563.0,139.0,138.0,162.0,291.0,290.0,366.0,625.0,742.0,1159.0,1231.0,1055.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
43,43,43.0,43.0,43.0,"(5, 7, 1, 6, 4, 8, 2, 3, '_')",1932.0,747.0,507.0,930.0,678.0,1066.0,193.0,526.0,694.0,1660.0,1198.0,927.0,24.0,62.0,38.0,40.0,26.0,32.0,26.0,24.0,24.0,24.0,24.0,24.0
44,44,44.0,44.0,44.0,"(1, 4, 8, 7, 6, 3, 5, 2, '_')",2305.0,777.0,712.0,639.0,1299.0,1029.0,2080.0,1516.0,1027.0,1339.0,1954.0,1102.0,22.0,52.0,44.0,34.0,26.0,30.0,26.0,22.0,22.0,22.0,22.0,22.0
45,45,45.0,45.0,45.0,"(2, 5, 8, 3, 1, 6, 7, 4, '_')",4993.0,697.0,730.0,774.0,2281.0,2121.0,2857.0,1984.0,2395.0,4471.0,4530.0,2819.0,24.0,38.0,38.0,34.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,24.0
46,46,46.0,46.0,46.0,"(2, 5, 7, 3, 4, 1, 6, 8, '_')",14866.0,365.0,266.0,532.0,1582.0,1690.0,2470.0,2958.0,6722.0,11152.0,14284.0,13588.0,28.0,38.0,38.0,38.0,30.0,38.0,30.0,30.0,28.0,28.0,28.0,28.0
47,47,47.0,47.0,47.0,"(6, 5, 1, 7, 4, 8, 2, 3, '_')",7920.0,724.0,532.0,328.0,401.0,263.0,1288.0,1348.0,3093.0,5469.0,7097.0,5071.0,26.0,48.0,36.0,36.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0,26.0
48,48,48.0,48.0,48.0,"(7, 1, 4, 5, 3, 8, 6, 2, '_')",1363.0,565.0,630.0,1398.0,500.0,613.0,333.0,366.0,462.0,709.0,983.0,508.0,22.0,42.0,42.0,40.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
49,49,49.0,49.0,49.0,"(3, 8, 5, 4, 6, 2, 1, 7, '_')",1688.0,630.0,1252.0,1529.0,1087.0,816.0,1009.0,735.0,1352.0,1640.0,1351.0,1249.0,22.0,42.0,42.0,28.0,24.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0
50,50,50.0,50.0,50.0,"(3, 5, 6, 8, 7, 4, 2, 1, '_')",1027.0,948.0,905.0,700.0,561.0,417.0,907.0,733.0,812.0,946.0,812.0,679.0,22.0,62.0,34.0,34.0,32.0,32.0,26.0,24.0,22.0,22.0,22.0,22.0
51,51,51.0,51.0,51.0,"(6, 8, 7, 3, 4, 1, 2, 5, '_')",2103.0,308.0,364.0,381.0,167.0,167.0,211.0,186.0,309.0,773.0,547.0,537.0,26.0,60.0,60.0,50.0,36.0,36.0,34.0,30.0,26.0,26.0,26.0,26.0
52,52,52.0,52.0,52.0,"(4, 3, 6, 5, 8, 7, 2, 1, '_')",332.0,706.0,513.0,232.0,236.0,262.0,138.0,136.0,134.0,175.0,155.0,106.0,18.0,54.0,50.0,32.0,26.0,22.0,20.0,18.0,18.0,18.0,18.0,18.0
53,53,53.0,53.0,53.0,"(6, 3, 4, 7, 1, 8, 2, 5, '_')",1299.0,721.0,870.0,286.0,486.0,510.0,847.0,436.0,553.0,1213.0,790.0,739.0,22.0,52.0,36.0,34.0,30.0,30.0,22.0,22.0,22.0,22.0,22.0,22.0
54,54,54.0,54.0,54.0,"(7, 2, 6, 8, 4, 3, 1, 5, '_')",2254.0,803.0,702.0,503.0,1377.0,1331.0,1863.0,1937.0,1732.0,2095.0,1732.0,1896.0,22.0,48.0,44.0,36.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0
55,55,55.0,55.0,55.0,"(7, 3, 2, 6, 8, 4, 1, 5, '_')",4080.0,303.0,307.0,482.0,1585.0,1869.0,1100.0,1390.0,2736.0,1542.0,3283.0,2965.0,24.0,40.0,40.0,36.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0
56,56,56.0,56.0,56.0,"(3, 7, 2, 1, 6, 4, 5, 8, '_')",4991.0,720.0,1115.0,893.0,1078.0,1047.0,1411.0,1317.0,1926.0,2076.0,4532.0,1963.0,24.0,42.0,42.0,36.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
57,57,57.0,57.0,57.0,"(3, 5, 6, 7, 8, 2, 4, 1, '_')",1795.0,746.0,700.0,654.0,794.0,849.0,461.0,295.0,739.0,1454.0,1383.0,1367.0,22.0,56.0,42.0,30.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0,22.0
58,58,58.0,58.0,58.0,"(7, 8, 4, 6, 5, 3, 1, 2, '_')",1681.0,703.0,815.0,508.0,432.0,536.0,390.0,487.0,655.0,693.0,966.0,731.0,24.0,50.0,50.0,38.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
59,59,59.0,59.0,59.0,"(7, 5, 6, 3, 8, 2, 1, 4, '_')",8848.0,649.0,657.0,809.0,2308.0,970.0,1413.0,1523.0,3325.0,3749.0,8172.0,4454.0,26.0,46.0,46.0,38.0,26.0,32.0,26.0,26.0,26.0,26.0,26.0,26.0
60,60,60.0,60.0,60.0,"(7, 5, 4, 6, 1, 3, 8, 2, '_')",8280.0,691.0,1386.0,743.0,447.0,410.0,1705.0,3010.0,3305.0,4059.0,7814.0,3798.0,26.0,58.0,48.0,40.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0,26.0
61,61,61.0,61.0,61.0,"(7, 5, 4, 2, 1, 6, 8, 3, '_')",1785.0,794.0,657.0,891.0,334.0,300.0,359.0,476.0,679.0,748.0,1038.0,1029.0,22.0,60.0,42.0,42.0,30.0,30.0,22.0,22.0,22.0,22.0,22.0,22.0
62,62,62.0,62.0,62.0,"(4, 5, 8, 1, 6, 2, 7, 3, '_')",2538.0,625.0,791.0,403.0,727.0,730.0,1136.0,1456.0,1825.0,1282.0,2197.0,2045.0,22.0,42.0,36.0,28.0,24.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0
63,63,63.0,63.0,63.0,"(4, 1, 6, 7, 3, 5, 8, 2, '_')",307.0,65.0,65.0,65.0,68.0,68.0,67.0,130.0,177.0,226.0,199.0,176.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
64,64,64.0,64.0,64.0,"(6, 7, 8, 2, 1, 5, 3, 4, '_')",3913.0,874.0,737.0,1203.0,403.0,441.0,332.0,450.0,1338.0,1190.0,427.0,1185.0,26.0,80.0,62.0,62.0,34.0,40.0,30.0,26.0,26.0,26.0,26.0,26.0
65,65,65.0,65.0,65.0,"(7, 3, 8, 2, 6, 5, 4, 1, '_')",3756.0,678.0,420.0,553.0,1529.0,1355.0,1560.0,1726.0,1883.0,3515.0,3188.0,2338.0,24.0,56.0,42.0,42.0,24.0,32.0,24.0,24.0,24.0,24.0,24.0,24.0
66,66,66.0,66.0,66.0,"(1, 4, 3, 5, 8, 7, 6, 2, '_')",899.0,679.0,693.0,980.0,1336.0,1340.0,752.0,785.0,728.0,847.0,727.0,682.0,20.0,38.0,38.0,26.0,20.0,24.0,20.0,20.0,20.0,20.0,20.0,20.0
67,67,67.0,67.0,67.0,"(7, 5, 1, 3, 2, 4, 8, 6, '_')",1569.0,262.0,255.0,190.0,376.0,360.0,400.0,1526.0,1320.0,1006.0,1322.0,1313.0,22.0,30.0,30.0,30.0,28.0,28.0,26.0,26.0,22.0,22.0,22.0,22.0
68,68,68.0,68.0,68.0,"(5, 4, 2, 3, 1, 7, 6, 8, '_')",8767.0,874.0,791.0,1836.0,3645.0,1883.0,2608.0,4764.0,5166.0,7088.0,8093.0,4034.0,26.0,48.0,50.0,40.0,36.0,36.0,28.0,26.0,26.0,26.0,26.0,26.0
69,69,69.0,69.0,69.0,"(4, 8, 7, 2, 6, 3, 5, 1, '_')",2214.0,403.0,968.0,1537.0,1140.0,329.0,643.0,295.0,622.0,1963.0,1180.0,760.0,24.0,56.0,66.0,50.0,36.0,36.0,24.0,24.0,24.0,24.0,24.0,24.0
70,70,70.0,70.0,70.0,"(7, 4, 3, 2, 8, 5, 1, 6, '_')",443.0,263.0,238.0,282.0,333.0,343.0,276.0,275.0,273.0,233.0,273.0,303.0,18.0,24.0,24.0,24.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
71,71,71.0,71.0,71.0,"(8, 2, 7, 3, 1, 6, 4, 5, '_')",8475.0,687.0,803.0,534.0,664.0,533.0,1410.0,1847.0,3208.0,3206.0,7707.0,4743.0,26.0,42.0,42.0,36.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0,26.0
72,72,72.0,72.0,72.0,"(7, 1, 2, 8, 5, 6, 3, 4, '_')",393.0,690.0,353.0,361.0,155.0,164.0,101.0,108.0,228.0,244.0,227.0,242.0,18.0,40.0,32.0,32.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
73,73,73.0,73.0,73.0,"(6, 5, 2, 1, 7, 3, 4, 8, '_')",94.0,42.0,42.0,42.0,42.0,42.0,47.0,47.0,49.0,67.0,49.0,49.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
74,74,74.0,74.0,74.0,"(4, 5, 1, 2, 3, 6, 7, 8, '_')",73.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
75,75,75.0,75.0,75.0,"(4, 8, 1, 6, 3, 7, 5, 2, '_')",1092.0,587.0,593.0,454.0,259.0,329.0,222.0,186.0,404.0,479.0,725.0,461.0,22.0,42.0,42.0,30.0,22.0,22.0,24.0,22.0,22.0,22.0,22.0,22.0
76,76,76.0,76.0,76.0,"(6, 3, 1, 4, 8, 7, 5, 2, '_')",3405.0,675.0,724.0,310.0,1268.0,366.0,2228.0,1300.0,1205.0,1379.0,2655.0,1376.0,24.0,50.0,50.0,32.0,32.0,32.0,26.0,24.0,24.0,24.0,24.0,24.0
77,77,77.0,77.0,77.0,"(4, 7, 2, 5, 8, 1, 3, 6, '_')",3638.0,637.0,580.0,708.0,283.0,283.0,576.0,1100.0,1248.0,3356.0,2773.0,1859.0,24.0,42.0,42.0,30.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0
78,78,78.0,78.0,78.0,"(6, 7, 4, 1, 8, 5, 2, 3, '_')",5768.0,196.0,196.0,152.0,157.0,145.0,342.0,1219.0,2649.0,2908.0,4895.0,4233.0,26.0,32.0,32.0,28.0,28.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0
79,79,79.0,79.0,79.0,"(7, 6, 5, 8, 3, 1, 4, 2, '_')",8110.0,996.0,1178.0,250.0,332.0,328.0,2354.0,1122.0,2800.0,3030.0,7666.0,5312.0,26.0,60.0,50.0,30.0,30.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0
80,80,80.0,80.0,80.0,"(4, 6, 3, 5, 2, 8, 1, 7, '_')",3210.0,729.0,1022.0,1289.0,735.0,750.0,919.0,1891.0,1466.0,1555.0,2825.0,1380.0,22.0,36.0,36.0,34.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0
81,81,81.0,81.0,81.0,"(1, 2, 6, 8, 5, 4, 3, 7, '_')",962.0,824.0,1053.0,533.0,542.0,541.0,677.0,616.0,620.0,919.0,702.0,496.0,20.0,50.0,48.0,28.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0
82,82,82.0,82.0,82.0,"(5, 8, 1, 2, 7, 3, 6, 4, '_')",2994.0,721.0,750.0,962.0,265.0,252.0,940.0,1290.0,1653.0,1941.0,2426.0,1730.0,24.0,48.0,50.0,44.0,30.0,30.0,26.0,24.0,24.0,24.0,24.0,24.0
83,83,83.0,83.0,83.0,"(1, 3, 7, 2, 6, 4, 8, 5, '_')",2188.0,631.0,664.0,179.0,541.0,403.0,1286.0,833.0,850.0,1549.0,1579.0,1041.0,22.0,42.0,42.0,28.0,28.0,28.0,22.0,22.0,22.0,22.0,22.0,22.0
84,84,84.0,84.0,84.0,"(5, 2, 4, 1, 3, 8, 7, 6, '_')",1380.0,823.0,545.0,738.0,895.0,914.0,669.0,497.0,617.0,1179.0,985.0,717.0,20.0,48.0,42.0,26.0,20.0,26.0,20.0,20.0,20.0,20.0,20.0,20.0
85,85,85.0,85.0,85.0,"(4, 7, 3, 8, 1, 5, 6, 2, '_')",1838.0,397.0,423.0,601.0,1079.0,1329.0,987.0,945.0,962.0,894.0,1212.0,1076.0,22.0,36.0,36.0,32.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
86,86,86.0,86.0,86.0,"(7, 2, 3, 1, 6, 5, 8, 4, '_')",1425.0,656.0,535.0,789.0,722.0,558.0,1022.0,972.0,936.0,620.0,936.0,1103.0,20.0,42.0,28.0,32.0,26.0,26.0,24.0,20.0,20.0,20.0,20.0,20.0
87,87,87.0,87.0,87.0,"(7, 6, 8, 4, 1, 3, 2, 5, '_')",8462.0,828.0,906.0,649.0,526.0,283.0,1698.0,3400.0,4002.0,7140.0,7897.0,4083.0,26.0,52.0,52.0,30.0,30.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0
88,88,88.0,88.0,88.0,"(5, 2, 1, 6, 4, 7, 8, 3, '_')",8972.0,613.0,473.0,365.0,1324.0,903.0,2314.0,3758.0,4430.0,5741.0,8605.0,6055.0,26.0,48.0,44.0,34.0,32.0,32.0,26.0,26.0,26.0,26.0,26.0,26.0
89,89,89.0,89.0,89.0,"(2, 5, 1, 7, 6, 4, 3, 8, '_')",9420.0,632.0,920.0,600.0,1245.0,776.0,1575.0,1780.0,3951.0,5837.0,8923.0,4199.0,26.0,46.0,40.0,38.0,30.0,30.0,28.0,26.0,26.0,26.0,26.0,26.0
90,90,90.0,90.0,90.0,"(4, 1, 5, 6, 8, 2, 3, 7, '_')",539.0,145.0,145.0,139.0,187.0,164.0,408.0,193.0,166.0,395.0,206.0,169.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,20.0,20.0,20.0,20.0,20.0
91,91,91.0,91.0,91.0,"(6, 7, 5, 3, 8, 4, 2, 1, '_')",910.0,253.0,260.0,273.0,628.0,304.0,676.0,1618.0,625.0,391.0,1114.0,1227.0,24.0,44.0,44.0,40.0,34.0,40.0,34.0,30.0,24.0,24.0,24.0,24.0
92,92,92.0,92.0,92.0,"(5, 8, 6, 3, 2, 4, 1, 7, '_')",8732.0,714.0,747.0,998.0,1490.0,1308.0,605.0,1042.0,3365.0,3431.0,8239.0,4596.0,26.0,44.0,44.0,40.0,30.0,28.0,26.0,26.0,26.0,26.0,26.0,26.0
