,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,puzzle,astar_f_close_list,wstar100_f_close_list,wstar10_f_close_list,wstar5_f_close_list,wstar2_5_f_close_list,wstar3_f_close_list,wstar2_f_close_list,wstar1_5_f_close_list,wstar1_1_f_close_list,y_star3_f_close_list,maor_f_close_list,maor2_f_close_list,astar_f_len,wstar100_f_len,wstar10_f_len,wstar5_f_len,wstar2_5_f_len,wstar3_f_len,wstar2_f_len,wstar1_5_f_len,wstar1_1_f_len,y_star3_f_len,maor_f_len,maor2_f_len
279,279,279.0,279.0,279.0,"(5, 8, 4, 3, 7, 6, 1, 2, '_')",2410.0,128.0,128.0,131.0,248.0,205.0,161.0,569.0,1025.0,1752.0,1937.0,1162.0,24.0,30.0,30.0,30.0,30.0,30.0,26.0,24.0,24.0,24.0,24.0,24.0
280,280,280.0,280.0,280.0,"(2, 8, 5, 7, 3, 1, 6, 4, '_')",3440.0,767.0,820.0,432.0,496.0,498.0,177.0,316.0,1267.0,1585.0,2877.0,1721.0,24.0,66.0,64.0,36.0,24.0,32.0,24.0,24.0,24.0,24.0,24.0,24.0
281,281,281.0,281.0,281.0,"(4, 3, 8, 1, 7, 2, 6, 5, '_')",1929.0,879.0,502.0,230.0,146.0,146.0,262.0,768.0,895.0,1363.0,1379.0,1216.0,22.0,58.0,40.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
282,282,282.0,282.0,282.0,"(4, 8, 2, 3, 1, 7, 6, 5, '_')",2655.0,829.0,505.0,828.0,2803.0,1185.0,790.0,253.0,916.0,1849.0,1993.0,1860.0,24.0,60.0,44.0,40.0,34.0,36.0,26.0,24.0,24.0,24.0,24.0,24.0
283,283,283.0,283.0,283.0,"(1, 4, 6, 7, 2, 8, 3, 5, '_')",985.0,240.0,157.0,123.0,227.0,138.0,723.0,1051.0,874.0,833.0,876.0,894.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,20.0,20.0,20.0,20.0,20.0
284,284,284.0,284.0,284.0,"(4, 3, 1, 6, 5, 2, 7, 8, '_')",130.0,625.0,541.0,438.0,195.0,241.0,133.0,119.0,118.0,98.0,118.0,114.0,14.0,34.0,24.0,18.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
285,285,285.0,285.0,285.0,"(7, 8, 1, 3, 4, 6, 2, 5, '_')",1063.0,509.0,519.0,617.0,926.0,761.0,2270.0,1215.0,747.0,1008.0,757.0,872.0,22.0,48.0,48.0,46.0,30.0,30.0,26.0,22.0,22.0,22.0,22.0,22.0
286,286,286.0,286.0,286.0,"(2, 5, 3, 4, 6, 7, 1, 8, '_')",1565.0,537.0,258.0,139.0,245.0,239.0,353.0,524.0,655.0,1303.0,1161.0,1013.0,20.0,32.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
287,287,287.0,287.0,287.0,"(8, 2, 4, 6, 3, 1, 5, 7, '_')",6155.0,723.0,842.0,747.0,744.0,1010.0,1407.0,1396.0,2171.0,3125.0,5296.0,2317.0,26.0,64.0,64.0,48.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0,26.0
288,288,288.0,288.0,288.0,"(4, 2, 5, 1, 7, 3, 6, 8, '_')",2792.0,778.0,887.0,131.0,241.0,206.0,683.0,1087.0,1253.0,1922.0,2354.0,1382.0,22.0,48.0,40.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
289,289,289.0,289.0,289.0,"(2, 7, 4, 1, 8, 6, 5, 3, '_')",1754.0,302.0,1065.0,325.0,364.0,355.0,379.0,534.0,687.0,1473.0,1227.0,1018.0,22.0,50.0,50.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
290,290,290.0,290.0,290.0,"(5, 6, 1, 3, 2, 4, 8, 7, '_')",8424.0,871.0,500.0,365.0,677.0,676.0,1375.0,3016.0,4548.0,5480.0,7850.0,6105.0,26.0,74.0,56.0,50.0,28.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0
291,291,291.0,291.0,291.0,"(5, 7, 4, 1, 8, 6, 3, 2, '_')",5846.0,276.0,193.0,162.0,894.0,518.0,2321.0,1356.0,2051.0,2074.0,4880.0,2825.0,26.0,34.0,34.0,34.0,34.0,34.0,28.0,26.0,26.0,26.0,26.0,26.0
292,292,292.0,292.0,292.0,"(2, 8, 6, 4, 7, 1, 3, 5, '_')",8511.0,333.0,332.0,320.0,753.0,553.0,1906.0,2866.0,3641.0,5565.0,7951.0,4761.0,26.0,30.0,30.0,32.0,26.0,32.0,26.0,26.0,26.0,26.0,26.0,26.0
293,293,293.0,293.0,293.0,"(1, 7, 3, 5, 2, 8, 4, 6, '_')",1451.0,687.0,462.0,584.0,776.0,806.0,830.0,883.0,882.0,1299.0,1080.0,887.0,20.0,44.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
294,294,294.0,294.0,294.0,"(8, 4, 5, 1, 2, 3, 7, 6, '_')",220.0,106.0,109.0,121.0,233.0,211.0,609.0,278.0,204.0,113.0,204.0,143.0,16.0,24.0,24.0,24.0,24.0,24.0,16.0,16.0,16.0,16.0,16.0,16.0
295,295,295.0,295.0,295.0,"(4, 7, 3, 8, 1, 6, 2, 5, '_')",2506.0,673.0,313.0,430.0,707.0,729.0,1209.0,1253.0,1440.0,2439.0,2060.0,1390.0,22.0,52.0,30.0,30.0,26.0,26.0,22.0,22.0,22.0,22.0,22.0,22.0
296,296,296.0,296.0,296.0,"(2, 6, 8, 4, 3, 5, 1, 7, '_')",184.0,787.0,467.0,574.0,337.0,438.0,232.0,158.0,141.0,90.0,141.0,112.0,16.0,50.0,34.0,30.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
297,297,297.0,297.0,297.0,"(8, 5, 2, 1, 3, 4, 6, 7, '_')",3564.0,244.0,296.0,186.0,267.0,290.0,344.0,664.0,1242.0,2485.0,2898.0,2030.0,24.0,42.0,42.0,30.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
298,298,298.0,298.0,298.0,"(5, 6, 1, 8, 7, 3, 2, 4, '_')",1378.0,112.0,112.0,117.0,125.0,126.0,331.0,846.0,718.0,1360.0,722.0,687.0,22.0,26.0,26.0,26.0,26.0,26.0,26.0,22.0,22.0,22.0,22.0,22.0
299,299,299.0,299.0,299.0,"(6, 5, 3, 8, 4, 7, 2, 1, '_')",7891.0,639.0,658.0,609.0,1407.0,1581.0,2596.0,3083.0,4895.0,6545.0,7071.0,5378.0,26.0,50.0,50.0,36.0,30.0,36.0,28.0,28.0,26.0,26.0,26.0,26.0
300,300,300.0,300.0,300.0,"(7, 4, 5, 8, 1, 6, 2, 3, '_')",565.0,789.0,886.0,400.0,241.0,184.0,515.0,663.0,553.0,371.0,555.0,553.0,20.0,50.0,42.0,26.0,26.0,26.0,26.0,22.0,20.0,20.0,20.0,20.0
301,301,301.0,301.0,301.0,"(2, 3, 4, 5, 8, 6, 1, 7, '_')",465.0,161.0,160.0,165.0,87.0,87.0,161.0,249.0,260.0,250.0,286.0,283.0,18.0,28.0,28.0,24.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
302,302,302.0,302.0,302.0,"(1, 8, 3, 6, 4, 2, 7, 5, '_')",2830.0,751.0,686.0,1339.0,1518.0,1303.0,1989.0,2600.0,2467.0,2080.0,2472.0,2544.0,22.0,44.0,36.0,36.0,24.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0
303,303,303.0,303.0,303.0,"(3, 6, 5, 4, 7, 2, 1, 8, '_')",2393.0,604.0,865.0,923.0,314.0,353.0,384.0,727.0,1052.0,1263.0,2067.0,1594.0,22.0,34.0,34.0,28.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
304,304,304.0,304.0,304.0,"(2, 6, 5, 1, 4, 8, 7, 3, '_')",644.0,93.0,93.0,90.0,93.0,93.0,94.0,199.0,349.0,366.0,435.0,426.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
305,305,305.0,305.0,305.0,"(6, 5, 4, 2, 8, 3, 7, 1, '_')",3406.0,930.0,1115.0,727.0,725.0,563.0,1170.0,842.0,1317.0,2201.0,2705.0,2405.0,24.0,58.0,48.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0
306,306,306.0,306.0,306.0,"(1, 2, 6, 5, 4, 7, 8, 3, '_')",3150.0,736.0,732.0,538.0,672.0,598.0,843.0,921.0,1380.0,1795.0,2715.0,2322.0,22.0,38.0,38.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0,22.0
307,307,307.0,307.0,307.0,"(8, 5, 4, 2, 6, 1, 7, 3, '_')",1209.0,950.0,1101.0,784.0,359.0,402.0,378.0,426.0,854.0,639.0,854.0,859.0,22.0,64.0,46.0,44.0,28.0,28.0,28.0,24.0,22.0,22.0,22.0,22.0
308,308,308.0,308.0,308.0,"(4, 1, 8, 3, 6, 2, 7, 5, '_')",170.0,160.0,158.0,285.0,324.0,323.0,289.0,161.0,114.0,114.0,114.0,114.0,16.0,28.0,28.0,28.0,26.0,26.0,16.0,16.0,16.0,16.0,16.0,16.0
309,309,309.0,309.0,309.0,"(8, 3, 7, 1, 5, 4, 6, 2, '_')",5003.0,249.0,435.0,331.0,1302.0,762.0,3368.0,1629.0,3065.0,2133.0,4211.0,2180.0,26.0,46.0,46.0,36.0,32.0,32.0,30.0,28.0,26.0,26.0,26.0,26.0
310,310,310.0,310.0,310.0,"(5, 6, 7, 8, 3, 4, 1, 2, '_')",5503.0,776.0,970.0,548.0,1121.0,1277.0,845.0,1003.0,2138.0,1988.0,4530.0,3441.0,26.0,56.0,38.0,40.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0,26.0
311,311,311.0,311.0,311.0,"(6, 1, 5, 2, 4, 3, 8, 7, '_')",4975.0,619.0,636.0,378.0,633.0,945.0,970.0,1213.0,2078.0,4229.0,4422.0,3186.0,24.0,44.0,44.0,34.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0
312,312,312.0,312.0,312.0,"(7, 5, 3, 8, 4, 6, 1, 2, '_')",2061.0,687.0,644.0,389.0,284.0,284.0,300.0,573.0,862.0,1155.0,1609.0,1550.0,22.0,48.0,34.0,32.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
313,313,313.0,313.0,313.0,"(8, 6, 5, 4, 1, 7, 3, 2, '_')",1683.0,214.0,214.0,222.0,292.0,287.0,328.0,560.0,666.0,1600.0,1018.0,593.0,24.0,34.0,34.0,34.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0
314,314,314.0,314.0,314.0,"(3, 8, 2, 4, 5, 7, 6, 1, '_')",2961.0,894.0,859.0,440.0,910.0,1199.0,687.0,971.0,1789.0,2185.0,2358.0,1573.0,24.0,52.0,52.0,36.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0
315,315,315.0,315.0,315.0,"(4, 3, 8, 1, 6, 5, 7, 2, '_')",2710.0,753.0,640.0,1119.0,1673.0,889.0,1377.0,1916.0,1867.0,1356.0,2343.0,1368.0,22.0,44.0,38.0,30.0,26.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0
316,316,316.0,316.0,316.0,"(5, 2, 3, 4, 7, 6, 1, 8, '_')",404.0,233.0,224.0,165.0,159.0,159.0,162.0,208.0,208.0,256.0,209.0,183.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
317,317,317.0,317.0,317.0,"(6, 3, 5, 1, 2, 4, 7, 8, '_')",1114.0,623.0,516.0,187.0,281.0,317.0,185.0,315.0,557.0,579.0,923.0,832.0,20.0,38.0,26.0,26.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
318,318,318.0,318.0,318.0,"(5, 4, 3, 2, 6, 8, 7, 1, '_')",276.0,118.0,118.0,112.0,128.0,128.0,114.0,118.0,120.0,229.0,119.0,121.0,16.0,18.0,18.0,18.0,18.0,18.0,16.0,16.0,16.0,16.0,16.0,16.0
319,319,319.0,319.0,319.0,"(8, 5, 7, 3, 1, 6, 2, 4, '_')",4773.0,807.0,1094.0,806.0,219.0,961.0,162.0,144.0,1555.0,1728.0,3849.0,1646.0,26.0,64.0,46.0,46.0,26.0,36.0,26.0,26.0,26.0,26.0,26.0,26.0
320,320,320.0,320.0,320.0,"(4, 2, 3, 8, 5, 1, 6, 7, '_')",2284.0,329.0,315.0,407.0,434.0,437.0,581.0,929.0,1127.0,1163.0,1896.0,1448.0,22.0,36.0,36.0,28.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0,22.0
321,321,321.0,321.0,321.0,"(7, 3, 6, 5, 1, 4, 2, 8, '_')",775.0,599.0,627.0,304.0,137.0,137.0,135.0,392.0,389.0,318.0,503.0,498.0,20.0,40.0,32.0,32.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0
322,322,322.0,322.0,322.0,"(7, 3, 8, 5, 4, 2, 6, 1, '_')",843.0,318.0,319.0,567.0,669.0,697.0,645.0,799.0,595.0,691.0,594.0,600.0,22.0,50.0,50.0,40.0,32.0,32.0,28.0,22.0,22.0,22.0,22.0,22.0
323,323,323.0,323.0,323.0,"(3, 2, 7, 6, 4, 5, 1, 8, '_')",8812.0,752.0,1042.0,695.0,353.0,261.0,1773.0,1336.0,3354.0,4610.0,8306.0,4509.0,26.0,48.0,48.0,36.0,30.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0
324,324,324.0,324.0,324.0,"(6, 2, 4, 1, 8, 7, 5, 3, '_')",345.0,67.0,67.0,67.0,69.0,69.0,74.0,79.0,117.0,198.0,130.0,125.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
325,325,325.0,325.0,325.0,"(5, 2, 4, 8, 3, 7, 1, 6, '_')",1381.0,85.0,85.0,85.0,206.0,216.0,173.0,196.0,439.0,828.0,687.0,619.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
326,326,326.0,326.0,326.0,"(5, 2, 4, 7, 8, 1, 6, 3, '_')",1426.0,325.0,323.0,154.0,105.0,105.0,105.0,157.0,438.0,780.0,932.0,900.0,22.0,28.0,28.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
327,327,327.0,327.0,327.0,"(3, 1, 7, 8, 6, 5, 4, 2, '_')",2839.0,721.0,349.0,257.0,1858.0,2336.0,1232.0,832.0,2691.0,1516.0,2726.0,2385.0,24.0,54.0,36.0,36.0,32.0,34.0,30.0,26.0,24.0,24.0,24.0,24.0
328,328,328.0,328.0,328.0,"(8, 7, 4, 2, 6, 1, 3, 5, '_')",10122.0,869.0,879.0,378.0,280.0,383.0,281.0,1300.0,3112.0,4961.0,8002.0,3256.0,28.0,62.0,62.0,42.0,30.0,30.0,30.0,28.0,28.0,28.0,28.0,28.0
329,329,329.0,329.0,329.0,"(1, 4, 2, 3, 5, 6, 7, 8, '_')",875.0,668.0,751.0,617.0,359.0,364.0,289.0,292.0,352.0,429.0,487.0,366.0,18.0,28.0,28.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
330,330,330.0,330.0,330.0,"(1, 7, 5, 6, 3, 8, 2, 4, '_')",1370.0,139.0,142.0,183.0,835.0,703.0,1310.0,1322.0,1121.0,898.0,1132.0,1033.0,22.0,32.0,32.0,30.0,30.0,30.0,26.0,22.0,22.0,22.0,22.0,22.0
331,331,331.0,331.0,331.0,"(1, 3, 7, 5, 4, 2, 6, 8, '_')",1914.0,831.0,850.0,1305.0,418.0,458.0,1000.0,753.0,808.0,749.0,1350.0,886.0,22.0,52.0,52.0,40.0,26.0,26.0,26.0,22.0,22.0,22.0,22.0,22.0
332,332,332.0,332.0,332.0,"(2, 8, 1, 3, 5, 6, 7, 4, '_')",4944.0,825.0,453.0,1174.0,2799.0,2016.0,3285.0,3184.0,3158.0,2209.0,4537.0,3865.0,24.0,60.0,42.0,30.0,26.0,30.0,24.0,24.0,24.0,24.0,24.0,24.0
333,333,333.0,333.0,333.0,"(5, 2, 8, 3, 4, 6, 7, 1, '_')",4110.0,666.0,678.0,934.0,1414.0,1483.0,1864.0,2213.0,2176.0,2358.0,3451.0,3046.0,24.0,44.0,36.0,36.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
334,334,334.0,334.0,334.0,"(7, 5, 6, 8, 3, 4, 1, 2, '_')",3047.0,683.0,679.0,374.0,681.0,684.0,890.0,1994.0,1823.0,2863.0,2358.0,1236.0,24.0,48.0,48.0,38.0,30.0,30.0,28.0,24.0,24.0,24.0,24.0,24.0
335,335,335.0,335.0,335.0,"(5, 3, 6, 1, 4, 7, 8, 2, '_')",5894.0,682.0,496.0,813.0,1328.0,1463.0,1011.0,1665.0,2579.0,3070.0,5726.0,3040.0,24.0,34.0,30.0,30.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,24.0
336,336,336.0,336.0,336.0,"(5, 2, 6, 3, 1, 8, 7, 4, '_')",1229.0,553.0,643.0,784.0,538.0,546.0,525.0,621.0,665.0,1147.0,803.0,753.0,20.0,30.0,36.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
337,337,337.0,337.0,337.0,"(7, 8, 3, 5, 2, 4, 6, 1, '_')",6510.0,463.0,446.0,338.0,512.0,532.0,1539.0,1600.0,2478.0,4512.0,6017.0,2806.0,26.0,46.0,46.0,34.0,30.0,30.0,30.0,28.0,26.0,26.0,26.0,26.0
338,338,338.0,338.0,338.0,"(5, 4, 6, 2, 7, 8, 3, 1, '_')",3188.0,265.0,182.0,153.0,105.0,105.0,105.0,142.0,1305.0,1548.0,2706.0,2578.0,24.0,30.0,30.0,30.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
339,339,339.0,339.0,339.0,"(1, 5, 6, 2, 4, 3, 8, 7, '_')",1329.0,340.0,1074.0,266.0,480.0,503.0,718.0,725.0,723.0,1067.0,924.0,649.0,20.0,52.0,38.0,28.0,24.0,24.0,20.0,20.0,20.0,20.0,20.0,20.0
340,340,340.0,340.0,340.0,"(5, 2, 1, 4, 3, 6, 7, 8, '_')",404.0,227.0,218.0,147.0,165.0,165.0,163.0,209.0,209.0,331.0,209.0,184.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
341,341,341.0,341.0,341.0,"(8, 6, 5, 2, 7, 3, 4, 1, '_')",8179.0,674.0,793.0,267.0,202.0,339.0,390.0,1623.0,3143.0,4897.0,7481.0,4824.0,26.0,56.0,56.0,40.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
342,342,342.0,342.0,342.0,"(6, 8, 4, 2, 3, 5, 7, 1, '_')",3033.0,344.0,324.0,453.0,1199.0,313.0,736.0,552.0,1248.0,1412.0,2280.0,1999.0,24.0,40.0,40.0,28.0,28.0,28.0,24.0,24.0,24.0,24.0,24.0,24.0
343,343,343.0,343.0,343.0,"(8, 1, 7, 4, 5, 2, 3, 6, '_')",2049.0,764.0,650.0,288.0,726.0,559.0,1128.0,949.0,969.0,1693.0,1211.0,1150.0,24.0,50.0,36.0,36.0,32.0,32.0,30.0,24.0,24.0,24.0,24.0,24.0
344,344,344.0,344.0,344.0,"(7, 5, 2, 8, 4, 3, 1, 6, '_')",356.0,636.0,626.0,312.0,173.0,145.0,291.0,197.0,289.0,230.0,310.0,289.0,18.0,36.0,28.0,22.0,22.0,22.0,22.0,20.0,18.0,18.0,18.0,18.0
345,345,345.0,345.0,345.0,"(6, 2, 8, 4, 3, 7, 1, 5, '_')",3603.0,429.0,479.0,759.0,1012.0,1341.0,2040.0,1484.0,3104.0,1540.0,3102.0,3195.0,24.0,50.0,50.0,40.0,28.0,28.0,28.0,26.0,24.0,24.0,24.0,24.0
346,346,346.0,346.0,346.0,"(8, 1, 6, 5, 4, 2, 3, 7, '_')",3376.0,826.0,923.0,437.0,131.0,131.0,131.0,446.0,1306.0,1698.0,2770.0,2388.0,24.0,58.0,50.0,32.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
347,347,347.0,347.0,347.0,"(7, 4, 3, 5, 8, 6, 1, 2, '_')",928.0,662.0,1168.0,415.0,356.0,396.0,517.0,627.0,592.0,576.0,592.0,631.0,20.0,46.0,52.0,30.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0
348,348,348.0,348.0,348.0,"(6, 4, 3, 5, 1, 2, 7, 8, '_')",2647.0,624.0,585.0,634.0,1341.0,1162.0,1756.0,1740.0,1683.0,1331.0,2131.0,1916.0,22.0,42.0,42.0,32.0,26.0,26.0,26.0,22.0,22.0,22.0,22.0,22.0
349,349,349.0,349.0,349.0,"(3, 7, 5, 4, 2, 8, 6, 1, '_')",2931.0,911.0,729.0,637.0,535.0,429.0,2817.0,2568.0,2314.0,1649.0,2340.0,1452.0,24.0,52.0,46.0,42.0,34.0,34.0,26.0,28.0,24.0,24.0,24.0,24.0
350,350,350.0,350.0,350.0,"(1, 5, 8, 4, 7, 2, 6, 3, '_')",710.0,359.0,351.0,177.0,160.0,168.0,504.0,639.0,618.0,475.0,625.0,635.0,20.0,44.0,24.0,24.0,22.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0
351,351,351.0,351.0,351.0,"(3, 4, 6, 5, 2, 1, 7, 8, '_')",891.0,391.0,307.0,194.0,163.0,163.0,186.0,252.0,390.0,413.0,531.0,518.0,20.0,34.0,34.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
352,352,352.0,352.0,352.0,"(3, 8, 6, 5, 1, 2, 7, 4, '_')",10162.0,761.0,1241.0,816.0,489.0,324.0,477.0,1994.0,4165.0,6213.0,9996.0,4193.0,26.0,56.0,48.0,44.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0,26.0
353,353,353.0,353.0,353.0,"(6, 8, 5, 1, 4, 2, 7, 3, '_')",774.0,136.0,136.0,137.0,693.0,192.0,802.0,541.0,524.0,656.0,523.0,502.0,20.0,28.0,28.0,28.0,28.0,28.0,24.0,20.0,20.0,20.0,20.0,20.0
354,354,354.0,354.0,354.0,"(4, 2, 7, 1, 3, 6, 8, 5, '_')",5988.0,464.0,333.0,895.0,1532.0,1346.0,2192.0,2650.0,3034.0,4539.0,5697.0,4364.0,24.0,32.0,32.0,30.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,24.0
355,355,355.0,355.0,355.0,"(5, 4, 7, 6, 1, 3, 8, 2, '_')",16890.0,732.0,508.0,473.0,2523.0,1489.0,2485.0,2764.0,6807.0,10052.0,16628.0,8677.0,28.0,58.0,36.0,40.0,30.0,32.0,28.0,28.0,28.0,28.0,28.0,28.0
356,356,356.0,356.0,356.0,"(3, 4, 2, 7, 6, 8, 1, 5, '_')",2393.0,318.0,366.0,315.0,642.0,641.0,823.0,728.0,1021.0,1608.0,1881.0,1046.0,22.0,34.0,28.0,28.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0
357,357,357.0,357.0,357.0,"(4, 3, 8, 6, 1, 5, 2, 7, '_')",64.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,60.0,55.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
358,358,358.0,358.0,358.0,"(8, 3, 4, 1, 2, 5, 7, 6, '_')",431.0,723.0,867.0,279.0,373.0,407.0,244.0,234.0,234.0,338.0,239.0,251.0,18.0,50.0,34.0,32.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
359,359,359.0,359.0,359.0,"(8, 6, 3, 7, 5, 2, 1, 4, '_')",3634.0,748.0,1105.0,405.0,656.0,1216.0,463.0,989.0,1389.0,1351.0,3121.0,2473.0,24.0,60.0,38.0,40.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
360,360,360.0,360.0,360.0,"(7, 5, 6, 1, 8, 3, 2, 4, '_')",4018.0,658.0,654.0,1178.0,549.0,628.0,2174.0,3194.0,2945.0,3577.0,3708.0,2420.0,24.0,44.0,44.0,32.0,30.0,30.0,28.0,24.0,24.0,24.0,24.0,24.0
361,361,361.0,361.0,361.0,"(8, 1, 6, 5, 3, 2, 7, 4, '_')",5144.0,829.0,911.0,2416.0,2678.0,2201.0,1119.0,1162.0,2033.0,3764.0,4781.0,3212.0,24.0,48.0,48.0,30.0,26.0,32.0,26.0,24.0,24.0,24.0,24.0,24.0
362,362,362.0,362.0,362.0,"(3, 6, 5, 2, 8, 7, 4, 1, '_')",274.0,561.0,323.0,325.0,710.0,792.0,548.0,364.0,193.0,193.0,200.0,254.0,18.0,40.0,30.0,30.0,22.0,30.0,26.0,18.0,18.0,18.0,18.0,18.0
363,363,363.0,363.0,363.0,"(3, 4, 6, 5, 1, 7, 2, 8, '_')",1785.0,797.0,552.0,886.0,333.0,300.0,340.0,462.0,665.0,784.0,1038.0,1013.0,22.0,60.0,42.0,42.0,30.0,30.0,22.0,22.0,22.0,22.0,22.0,22.0
364,364,364.0,364.0,364.0,"(4, 1, 7, 8, 6, 5, 2, 3, '_')",3456.0,883.0,1031.0,311.0,947.0,499.0,539.0,996.0,1349.0,2321.0,2864.0,1621.0,24.0,60.0,50.0,34.0,32.0,32.0,24.0,24.0,24.0,24.0,24.0,24.0
365,365,365.0,365.0,365.0,"(8, 7, 5, 1, 3, 6, 2, 4, '_')",3264.0,595.0,602.0,256.0,507.0,245.0,770.0,1299.0,1666.0,2222.0,2694.0,1291.0,24.0,42.0,42.0,30.0,28.0,28.0,24.0,24.0,24.0,24.0,24.0,24.0
366,366,366.0,366.0,366.0,"(2, 1, 7, 6, 4, 8, 5, 3, '_')",7070.0,297.0,313.0,447.0,2114.0,3566.0,2441.0,2521.0,2950.0,4948.0,6675.0,3428.0,26.0,42.0,42.0,42.0,32.0,34.0,30.0,28.0,26.0,26.0,26.0,26.0
367,367,367.0,367.0,367.0,"(6, 1, 4, 7, 2, 3, 5, 8, '_')",279.0,693.0,796.0,233.0,95.0,95.0,97.0,115.0,121.0,149.0,126.0,137.0,18.0,36.0,44.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
368,368,368.0,368.0,368.0,"(3, 6, 8, 5, 4, 7, 1, 2, '_')",1152.0,631.0,869.0,285.0,218.0,217.0,258.0,298.0,416.0,590.0,570.0,346.0,22.0,50.0,56.0,26.0,26.0,26.0,22.0,22.0,22.0,22.0,22.0,22.0
369,369,369.0,369.0,369.0,"(4, 5, 3, 2, 1, 8, 7, 6, '_')",3686.0,838.0,829.0,760.0,865.0,759.0,1560.0,1992.0,2001.0,1827.0,3364.0,2568.0,22.0,46.0,32.0,32.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0
370,370,370.0,370.0,370.0,"(2, 5, 3, 8, 1, 4, 7, 6, '_')",1328.0,159.0,161.0,177.0,156.0,154.0,220.0,398.0,615.0,847.0,922.0,833.0,20.0,24.0,24.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
371,371,371.0,371.0,371.0,"(6, 7, 2, 1, 5, 3, 8, 4, '_')",828.0,686.0,560.0,1758.0,205.0,264.0,130.0,211.0,366.0,434.0,492.0,432.0,20.0,54.0,40.0,44.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
372,372,372.0,372.0,372.0,"(1, 8, 2, 3, 5, 6, 4, 7, '_')",297.0,107.0,107.0,230.0,198.0,208.0,159.0,141.0,141.0,150.0,141.0,174.0,16.0,26.0,26.0,26.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
